116,114,112
107,112,112
120,112,130
95,112,126
113,114,127
114,120,109
120,104,114
132,133,125
139,116,111
146,133,117
155,127,129
152,128,132
143,111,132
155,118,121
153,140,115
133,132,135
149,126,118
162,141,135
155,139,143
158,139,147
165,138,134
154,141,128
165,141,142
167,147,157
167,145,160
175,145,162
180,154,159
163,145,160
174,159,156
167,142,152
163,164,164
179,157,153
178,142,162
174,155,156
166,160,151
182,157,165
189,161,143
171,151,166
171,147,171
176,161,168
